StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1.1,1.2,1.3,1.4,2.1,2.2,2.3,2.4,2.5,2.5_5_TEXT,2.6,2.7,2.7_6_TEXT,2.8,2.9,2.10,2.10_8_TEXT,2.11,2.11_7_TEXT,2.12,2.12_10_TEXT,2.13,2.13_7_TEXT,2.14,2.14_5_TEXT,2.15,2.16,2.16_7_TEXT,2.17,2.18,2.19,2.19,2.19,2.20,2.20_5_TEXT,2.21,2.21_9_TEXT,3.1,3.1_1_TEXT,3.2,3.2_8_TEXT,3.3,3.3_7_TEXT,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,3.13,3.13_8_TEXT,3.14,3.14_7_TEXT,3.15,3.16,3.16_6_TEXT,3.17,3.17_7_TEXT,3.18,3.19,3.20,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.10_1_TEXT,4.11,4.12,4.13,4.14,4.15,4.16,4.17,4.18,4.19,4.20,4.21,4.21_5_TEXT,4.22,5.23,4.24,4.25,4.26,4.27,4.28,4.29,4.30,5.1,5.1_5_TEXT,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,5.12_6_TEXT,5.13,5.14,5.15,5.16,6.1,6.2,6.3,6.4,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,7.9_6_TEXT,7.10,7.11,7.12,7.13,7.14,7.15,7.16,7.17,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9
2025-04-25 02:07:03,2025-04-25 02:10:44,IP Address,107.190.246.37,100,220,True,2025-04-25 02:10:44,R_65AZ6UX5ROZbU9c,,,,,34.0648,-118.4414,anonymous,EN,06,534,33,20/03/2025,13,Male,Yes,,,,Primary 7,Christian,,I am in school only,Single,Tiles,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,,Wage employment,,2 meals,Purchased at market,Once or twice a week,Once or twice a week,Once or twice a week,In the house,,"Other, please specify",gas/charcoal,No,,,,,,,,,,No,,No,,Yes,"My school,My friends",,,,No,,,"They cannot afford a child,Family pressure",,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,,No,,"Large problem, many people drink too much",None of them,Yes,Traumatic experience,,Yes,Don't know,After 26 years old,After 23 years old,Yes,Yes,Yes,Yes,"Yes, we all have the same amount of work",Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days
2025-04-25 02:10:52,2025-04-25 02:17:57,IP Address,107.190.246.37,100,424,True,2025-04-25 02:17:57,R_1hLLmHhjXSHJlxG,,,,,34.0648,-118.4414,anonymous,EN,06,526,33,19/03/2025,19,Female,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Single,Carpet,,Sheet metal,,Own pit latrine,,Public tap,,I buy water to bathe in my house,,6,Wage employment,,2 meals,Purchased at market,Once or twice a week,Once or twice a week,Daily,In the house,,"Other, please specify",gas & coal/charcoal,Yes,14,"Reusable pad,Disposable pad",,"Other, please specify","local market and ngo ",Sometimes,Yes,Yes,Sometimes,Yes,16,No,For pleasure,Yes,"My friends,From an NGO",,"Yes, I am on the birth control pill",,No,,,"They cannot afford a child,The pregnancy was unintended,Family pressure",,Yes,No,Yes,No,,,,,,,Yes,18,No,,,Yes,,No,No,Yes,Yes,Yes,No,Yes,"Because of my age,Because I had to drop out of school",,Yes,Government health facility,Yes,Yes,Yes,"Yes, it negatively impacted my mental health",No,No,No,,,Yes,No,No,,No,,No,No,,,,,,No,"Yes, it negatively impacted my mental health",Yes,Do not wish to answer,No,No,Yes,No,No,,Yes,13-16 years old,"Large problem, many people drink too much",Few,Yes,"Witchcraft,Traumatic experience,Family history",,No,>18 years old,After 26 years old,,Yes,Yes,Yes,No,"No, boys have to do more housework than the girls in the household",Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Not at all,Not at all
2025-04-25 15:18:17,2025-04-25 15:31:06,IP Address,68.181.17.152,100,769,True,2025-04-25 15:31:07,R_3NLm0iA0ishFklm,,,,,34.0322,-118.2836,anonymous,EN,06,529,33,20/03/2025,19,Male,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Single,Carpet,,Sheet metal,,Shared fresh life toilet,,Public tap,,I buy water to bathe in my house,,,"Other, please specify",wage employment and petty buisness,2 meals,Purchased at market,Once or twice a week,Once or twice a week,Daily,In the house,,Gas,,No,,,,,,,,,,No,,No,,Yes,"My friends,From an NGO",,,,No,,,"They cannot afford a child,Family pressure,Fear of judgment from their family or community",,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,,No,,,Don't know,Yes,"Traumatic experience,Family history",,Yes,Don't know,After 26 years old,After 23 years old,Yes,Yes,Yes,No,"No, the girls have to do more housework than the boys in the household",No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Some days,Some days,Some days,Some days,Not at all,Some days,Some days,Not at all,Not at all
2025-04-25 15:31:23,2025-04-25 15:34:38,IP Address,68.181.17.152,100,195,True,2025-04-25 15:34:39,R_7MxvamVVEwkKAYd,,,,,34.0322,-118.2836,anonymous,EN,06,528,33,20/03/2025,19,Male,No,,,,Secondary 4,Christian,,I am unemployed and seeking a job,Single,Cement,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,,Petty business,,3 meals,Purchased at market,Once or twice a week,Once or twice a week,Daily,In the house,,Gas,,No,,,,,,,,,,No,,No,,Yes,"My school,From an NGO",,,,No,,,"They cannot afford a child,Family pressure",,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,,No,,"Large problem, many people drink too much",Most,Yes,Witchcraft,,Yes,Don't know,Don’t know,After 23 years old,Yes,Yes,Yes,No,"No, the girls have to do more housework than the boys in the household",Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Some days,Some days,Some days,Some days,Some days,Some days,Not at all,Some days,Not at all
2025-04-25 15:34:53,2025-04-25 15:39:31,IP Address,68.181.17.152,100,277,True,2025-04-25 15:39:44,R_6s5mDNeeWE7FPA7,,,,,34.0322,-118.2836,anonymous,EN,06,527,33,20/03/2025,19,Male,,,Government school,,Secondary 4,Christian,,I am unemployed and seeking a job,Single,Cement,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,,Petty business,,2 meals,Purchased at market,Once or twice a week,Once or twice a week,Daily,In the house,,"Other, please specify",gas and wood,,,,,,,,,,,No,,No,,Yes,"My school,My friends",,,,No,,,"They cannot afford a child,Family pressure",,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,,No,,"Large problem, many people drink too much",None of them,Yes,"Witchcraft,Family history",,Yes,Don't know,After 26 years old,After 23 years old,Yes,Yes,Yes,No,"No, the girls have to do more housework than the boys in the household",No,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Some days,Some days,Some days,Some days,Not at all,,,Not at all,Not at all
2025-04-25 15:47:20,2025-04-25 15:51:07,IP Address,68.181.17.152,100,226,True,2025-04-25 15:51:07,R_3L3nqgTi11g7IFb,,,,,34.0322,-118.2836,anonymous,EN,06,530,33,20/03/2025,15,Male,Yes,Secondary 2,Private school,,,Christian,,I am in school only,Single,Carpet,,Sheet metal,,Shared flush/pour flush to latrine,,Public tap,,I buy water to bathe in my house,,,Wage employment,,2 meals,Purchased at market,Once or twice a week,Once or twice a week,Daily,In the house,,"Other, please specify",gas/coal,No,,,,,,,,,,No,,No,,Yes,"My school,My friends",,,,No,,,"They cannot afford a child,The pregnancy was unintended,They wanted to stay in school",,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,No,,"Large problem, many people drink too much",None of them,Yes,"Traumatic experience,Family history",,Yes,Don't know,After 26 years old,,Yes,Yes,Yes,No,"Yes, we all have the same amount of work",Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Some days,Some days,Some days,Some days,Some days,Not at all,Not at all,Not at all,Not at all
2025-04-25 15:51:23,2025-04-25 15:55:39,IP Address,68.181.17.152,100,255,True,2025-04-25 15:55:40,R_1ToyPPGF8eRwM7t,,,,,34.0322,-118.2836,anonymous,EN,06,533,33,20/03/2025,16,Female,Yes,Secondary 2,Government school,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared pit latrine,,Public tap,,I buy water to bathe in my house,,,Wage employment,,2 meals,Purchased at market,Once or twice a week,Once or twice a week,Daily,In the house,,Gas,,Yes,10,Disposable pad,,Local market,,Sometimes,Yes,Yes,Sometimes,No,,,,Yes,"My school,My friends",,,,No,,,"They cannot afford a child,The pregnancy was unintended,They wanted to stay in school",,No,,Do not wish to answer,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,,,No,16-20 years old,,Few,No,"Witchcraft,Traumatic experience,Family history",,Yes,>18 years old,After 26 years old,After 23 years old,Yes,Yes,Yes,Don't Know,"Yes, we all have the same amount of work",Yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Not at all,Not at all
2025-04-25 15:55:55,2025-04-25 15:59:36,IP Address,68.181.17.152,100,220,True,2025-04-25 15:59:37,R_6kUhPMO98TLXCCd,,,,,34.0322,-118.2836,anonymous,EN,02,179,12,20/03/2025,12,Male,Yes,Primary 7,Government school,,,Christian,,I am in school only,Single,Tiles,,Cement,,Shared flush/pour flush to piped sewer system,,Public tap,,I buy water to bathe in my house,,4,Wage employment,,2 meals,Purchased at market,Daily,Rarely,Rarely,In the house,,Gas,,,,,,,,,,,,No,,,,Yes,"My school,My friends,My parents",,,,No,,,"The pregnancy was unintended,Family pressure",,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,,No,,"Large problem, many people drink too much",Don't know,Yes,Traumatic experience,,No,Don't know,Don’t know,,Yes,Yes,Yes,No,"No, the girls have to do more housework than the boys in the household",,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days,Some days
2025-04-25 16:00:01,2025-04-25 16:04:01,IP Address,68.181.17.152,100,240,True,2025-04-25 16:04:02,R_7FM7k8ptWc9ED41,,,,,34.0322,-118.2836,anonymous,EN,02,147,10,,15,Male,Yes,Secondary 2,,,,Christian,,I am in school only,Single,Carpet,,Sheet metal,,Shared pit latrine,,Public tap,,I share a shower/bathing are with my neighbor,,5,Petty business,,3 meals,Purchased at market,Daily,Rarely,Daily,In the house,,Gas,,No,,,,,,,,,,No,,No,I am not sexually active,Yes,My school,,I am not sexually active,,No,Don't know,,Fear of judgment from their family or community,,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,,No,,"Large problem, many people drink too much",Don't know,No,Witchcraft,,Yes,Don't know,Don’t know,,Yes,Yes,Yes,No,"Yes, we all have the same amount of work",No,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
2025-04-25 16:04:23,2025-04-25 16:16:52,IP Address,68.181.17.152,100,749,True,2025-04-25 16:16:53,R_7P5yidtKvP2xIS8,,,,,34.0322,-118.2836,anonymous,EN,04,315,20,20/03/2025,20,Female,No,,,,Post secondary education,Christian,,I am employed,Single,Cement,,Sheet metal,,Shared flush/pour flush to latrine,,Public tap,,My household has a shower/bathing area,,,Wage employment,,2 meals,Purchased at market,Daily,Rarely,Daily,In the house,,Gas,,Yes,,Disposable pad,,Local market,,Rarely,No,No,Yes,,,,,,My school,,,,,,,They cannot afford a child,,,,,No,,,,,,,Yes,17,No,,1,No,2 years,No,No,No,Yes,No,No,No,Because of my income status,,Yes,Government health facility,No,,No,"Yes, it negatively impacted my mental health",No,No,No,Government health facility,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,6 months,No,With my siblings,,No,Yes,"Yes, it negatively impacted my mental health",I do not wish to answer,No,,No,Yes,No,No,,No,Do not wish to answer,"Large problem, many people drink too much",Don't know,Yes,"Traumatic experience,Family history",,Yes,>18 years old,After 26 years old,After 23 years old,Yes,Yes,Yes,No,"No, the girls have to do more housework than the boys in the household",No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Not at all,Not at all,Not at all,Some days,Not at all,Not at all,Not at all,Not at all,Not at all
2025-04-25 17:00:15,2025-04-25 17:03:49,IP Address,68.181.17.152,100,214,True,2025-04-25 17:03:50,R_3w4apWtNIiKIVZZ,,,,,34.0322,-118.2836,anonymous,EN,02,177,12,20/03/2025,14,Male,Yes,Primary 6,,,,Christian,,I am in school only,Currently have a boyfriend or girlfriend,Cement,,Cement,,Shared fresh life toilet,,Public tap,,I buy water to bathe in my house,,7,Petty business,,2 meals,Purchased at market,Daily,Rarely,Daily,In the house,,"Other, please specify",coil,No,,,,,,,,,,Yes,12,No,Because of peer pressure,Yes,My church,,"Yes, I use condoms",,Yes,At a private health clinic,,They wanted to stay in school,,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,"Yes, every day",Yes,8-12 years old,Yes,8-12 years old,"Large problem, many people drink too much",None of them,No,Traumatic experience,,Yes,>18 years old,23-26 years old,After 23 years old,Yes,Yes,Yes,Yes,"No, the girls have to do more housework than the boys in the household",Yes,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Nearly every day,Some days,Some days,Nearly every day,Some days,Some days,Some days,Some days,Some days
2025-04-26 18:16:05,2025-04-26 18:20:44,IP Address,68.181.17.152,100,279,True,2025-04-26 18:20:45,R_5ZHtqojwT6hJca0,,,,,34.0322,-118.2836,anonymous,EN,02,180,12,20/03/2025,15,Male,Yes,Primary 7,Private school,,,Christian,,I am in school only,Single,Carpet,,Cement,,Shared flush/pour flush to piped sewer system,,Public tap,,I buy water to bathe in my house,,5,Petty business,,3 meals,Purchased at market,Daily,Rarely,Rarely,In the house,,Electricity,,No,,,,,,,,,,No,,,,Yes,"My school,My church",,,,No,,,"The pregnancy was unintended,Family pressure,Fear of judgment from their family or community",,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,,No,,"A small problem, a few people drink too much",None of them,Yes,Traumatic experience,,Yes,Don't know,Don’t know,,Yes,Yes,No,No,"No, the girls have to do more housework than the boys in the household",,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Not at all,Not at all,Some days,Some days,Some days,Not at all,Not at all,Some days,Some days
2025-04-26 18:20:48,2025-04-26 18:25:53,IP Address,68.181.17.152,100,304,True,2025-04-26 18:25:53,R_7C4qbhxdDPXCajh,,,,,34.0322,-118.2836,anonymous,EN,04,332,21,20/03/2025,21,Female,No,,,,Post secondary education,Christian,,I am employed,Single,Cement,,Sheet metal,,Shared fresh life toilet,,Water vendors,,I share a shower/bathing are with my neighbor,,2,Petty business,,3 meals,Purchased at market,Once or twice a week,Rarely,Never,In the house,,Gas,,Yes,16,Disposable pad,,Local market,,Never,No,No,No,No,,,,No,,,,,No,,,"The pregnancy was unintended,Family pressure,Fear of judgment from their family or community",,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,,Yes,16-20 years old,"Large problem, many people drink too much",Few,Yes,"Witchcraft,God’s will,Chemicals/hormone imbalances in the body,Traumatic experience",,Yes,>18 years old,Never,,Yes,Yes,No,Yes,"Yes, we all have the same amount of work",No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Some days,Some days,Some days,Some days,Some days,Some days,Not at all,Not at all,Not at all
2025-04-26 18:26:05,2025-04-26 18:29:39,IP Address,68.181.17.152,100,213,True,2025-04-26 18:29:40,R_6qhBJ7LFjgek6kx,,,,,34.0322,-118.2836,anonymous,EN,04,394,24,20/03/2025,18,Male,Yes,,Vocational /Technical school,,,Christian,,I am unemployed and seeking a job,Single,"Earth, sand",,Sheet metal,,Shared flush/pour flush to piped sewer system,,Piped water into dweling,,I buy water to bathe in my house,,4,Petty business,,3 meals,Purchased at market,Rarely,Once or twice a week,,In the house,,Gas,,No,,,,,,,,,,Yes,dont know,No,Do not wish to answer,No,My school,,"Yes, I use condoms",,No,Do not wish to answer,,They cannot afford a child,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,,No,,"Large problem, many people drink too much",Don't know,No,Traumatic experience,,No,Don't know,After 26 years old,After 23 years old,Yes,Yes,Yes,Yes,"Yes, we all have the same amount of work",Yes,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,,Disagree,Some days,More than half the days,Not at all,More than half the days,Some days,Not at all,More than half the days,Some days,Some days
2025-04-26 18:29:55,2025-04-26 20:04:53,IP Address,107.190.246.37,100,5697,True,2025-04-26 20:04:54,R_7qgETB7mDo3SEdt,,,,,34.0322,-118.2836,anonymous,EN,04,393,24,20/03/2024,17,Female,Yes,Secondary 5,Religious school (Seminary/Convent),,,Muslim,,I am unemployed and not seeking a job,Single,Cement,,Sheet metal,,Own flush/pour flush to piped sewer system,,Public tap,,I share a shower/bathing are with my neighbor,,,Property income/landlords,,More than 3 meals,Combination of home garden and local market,Daily,Daily,Once or twice a week,In a separate building,,Straw/grass/shrubs,,Yes,9,Reusable pad,,My products are homemade/reusable pads,,Rarely,Yes,Yes,Yes,Yes,13,Yes,For money,Yes,My parents,,"Yes, I use condoms",,No,At a public health clinic,,The pregnancy was unintended,,No,Do not wish to answer,Do not wish to answer,No,,,,,,,Yes,15,Yes,,1,Yes,"2 years, others aborted",Yes,Yes,No,Yes,No,No,Yes,Because of my age,,Yes,Government health facility,Yes,Yes,No,"Yes, it improved my mental health",Yes,Yes,Yes,Government health facility,,Yes,Yes,Yes,No,No,No,,Yes,1-3 months,No,With my partner,,Yes,I did not have to leave school or my job when I got pregnant,"Yes, it improved my mental health",Yes,No,Do not wish to answer,No,No,No,No,,Yes,13-16 years old,"Large problem, many people drink too much",Most,No,Witchcraft,,Yes,Don't know,Don’t know,,Don’t know,No,No,Don't Know,"Yes, we all have the same amount of work",No,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,More than half the days,Some days,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,Nearly every day,Some days
2025-04-26 20:05:00,2025-04-26 20:10:16,IP Address,107.190.246.37,100,315,True,2025-04-26 20:10:16,R_5C4nyR1WptdfOO5,,,,,34.0648,-118.4414,anonymous,EN,04,392,24,20/03/2025,19,Male,Yes,Secondary 6,Government school,,,Pentecostal,,I am employed and in school,Currently have a boyfriend or girlfriend,"Earth, sand",,Roof tiles,,Own pit latrine,,Water vendors,,I buy water to bathe in my house,,12,Wage employment,,More than 3 meals,Combination of home garden and local market,Rarely,Rarely,Once or twice a week,In a separate building,,Wood,,No,,,,,,,,,,Yes,15,Yes,For money,No,I have not received any education,,"No, I do not use protection",,Yes,Do not wish to answer,,They do not have support to raise a child,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Do not wish to answer,No,Yes,No,No,,Yes,<8 years,"A small problem, a few people drink too much",Most,Yes,Chemicals/hormone imbalances in the body,,Yes,>18 years old,After 26 years old,19-22 years old,Yes,Yes,Yes,No,"No, the girls have to do more housework than the boys in the household",No,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Some days,Not at all,Not at all,Nearly every day,Nearly every day,Nearly every day,Not at all,Nearly every day,Nearly everyday
2025-04-26 20:10:22,2025-04-26 20:16:13,IP Address,107.190.246.37,100,350,True,2025-04-26 20:16:14,R_1vkwcAFYm1dJVia,,,,,34.0648,-118.4414,anonymous,EN,04,395,24,20/03/2025,15,Female,Yes,Secondary 3,Government school,,,Christian,,I am in school only,Currently have a boyfriend or girlfriend,"Earth, sand",,Sheet metal,,Shared pit latrine,,Tube well or borehole,,I buy water to bathe in my house,,,Wage employment,,2 meals,Homegrown,Daily,Once or twice a week,Rarely,In a separate building,,Kerosene,,Yes,13,Cotton wool,,From an NGO,,Often,No,Yes,Sometimes,Yes,13,Yes,For pleasure,No,I have not received any education,,"Yes, I use condoms",,Yes,At home,,Family pressure,,Yes,Yes,Yes,,,,,,,,Yes,14,No,,1,No,3 months,Yes,Yes,No,Yes,No,No,Yes,Because of my age,,Yes,Government health facility,Yes,Yes,Yes,"Yes, it improved my mental health",No,No,No,Government health facility,,No,Yes,Yes,Yes,Yes,No,No,Yes,1-3 months,Yes,"By myself ",,No,Yes,"Yes, it improved my mental health",Yes,No,No,No,Yes,No,No,,No,,"Large problem, many people drink too much",None of them,No,,,Yes,Don't know,After 26 years old,After 23 years old,Yes,Yes,Yes,Yes,"No, the girls have to do more housework than the boys in the household",No,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Some days,Not at all,Not at all,More than half the days,Not at all,Some days,Some days,Not at all,Not at all
2025-04-26 20:56:45,2025-04-26 21:06:21,IP Address,162.246.65.46,100,575,True,2025-04-26 21:06:21,R_3kNbOrfoqkg7SUA,,,,,36.6063,-118.0646,anonymous,EN,05,413,26,18/03/2025,18,Male,,,,,,Christian,,I am unemployed and not seeking a job,Currently have a boyfriend or girlfriend,Cement,,Sheet metal,,Shared flush/pour flush to latrine,,Public tap,,My household has a shower/bathing area,,5,Wage employment,,3 meals,Purchased at market,Daily,,,In the house,,Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,Yes,"Yes, 1-3 times a week",No,,Yes,16-20 years old,"Large problem, many people drink too much",Most,Yes,Traumatic experience,,Yes,>18 years old,After 26 years old,After 23 years old,Yes,Yes,Yes,Yes,"No, the girls have to do more housework than the boys in the household",No,Disagree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Some days,Not at all,Some days,Some days,Not at all,Not at all,Not at all,Some days,Not at all
2025-04-26 21:06:57,2025-04-26 21:15:21,IP Address,162.246.65.46,100,504,True,2025-04-26 21:15:21,R_74P55KmK72Ctxp7,,,,,36.6063,-118.0646,anonymous,EN,02,119,09,19/03/2025,18,Female,Yes,Secondary 2,Government school,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Shared flush/pour flush to piped sewer system,,Public tap,,I buy water to bathe in my house,,5,Wage employment,,3 meals,Purchased at market,Once or twice a week,Once or twice a week,Once or twice a week,In the house,,Gas,,Yes,13,Disposable pad,,From my school,,Sometimes,Yes,No,No,No,,No,I am not sexually active,Yes,From an NGO,,I am not sexually active,,No,Don't know,,Fear of judgment from their family or community,,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,No,No,,Yes,8-12 years old,"Large problem, many people drink too much",None of them,Yes,Family history,,Yes,>18 years old,23-26 years old,After 23 years old,Yes,Yes,Yes,Yes,"No, the girls have to do more housework than the boys in the household",No,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Some days,Some days,Not at all,Some days,Nearly every day,Some days,Some days,Not at all,More than half the days
2025-04-26 21:13:37,2025-04-26 21:19:50,IP Address,162.246.65.46,100,373,True,2025-04-26 21:19:51,R_3uEp3Csj6zO9I1H,,,,,36.6063,-118.0646,anonymous,EN,05,467,30,19/03/2025,15,Female,Yes,Primary 7,Private school,,,Muslim,,I am in school only,Single,Carpet,,Wood/planks,,Shared fresh life toilet,,Public tap,,I pay to use a public shower/bathing facility,,6,"Transfers (pension, social security, etc)",,3 meals,Purchased at market,Daily,Rarely,Daily,In the house,,Gas,,Yes,,Reusable pad,,Local market,,Often,Yes,Yes,Yes,Yes,13,Yes,For money,Yes,From an NGO,,"Yes, I use condoms",,No,,,Fear of judgment from their family or community,,Yes,Yes,Yes,,,,,,,,Yes,14,No,,1,No,1 month,Yes,,Yes,Yes,No,No,Yes,Because of my age,,Yes,NGO,No,No,Yes,"Yes, it negatively impacted my mental health",Yes,No,Yes,Government health facility,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Longer than 1 year,Yes,With my siblings,,No,No,"Yes, it negatively impacted my mental health",Yes,Yes,Yes,Yes,Yes,No,,,Yes,13-16 years old,"Large problem, many people drink too much",Don't know,Yes,Family history,,Yes,>18 years old,After 26 years old,After 23 years old,Yes,Yes,,Yes,"Yes, we all have the same amount of work",No,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Some days,Some days,Not at all,Some days,Not at all,More than half the days,More than half the days,Not at all,Some days
2025-04-26 21:19:56,2025-04-26 21:24:02,IP Address,162.246.65.46,100,245,True,2025-04-26 21:24:02,R_5yrooyyc2nT0vBk,,,,,36.6063,-118.0646,anonymous,EN,05,470,30,19/03/2025,13,Female,Yes,Primary 7,Government school,,,Christian,,I am in school only,Single,Cement,,Sheet metal,,Own fresh life toilet,,Public tap,,I share a shower/bathing are with my neighbor,,10,Wage employment,,3 meals,Purchased at market,Daily,Rarely,,In the house,,Gas,,No,,,,,,,,,,No,,,,Yes,My school,,,,No,,,,,Yes,Yes,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,,No,,"Large problem, many people drink too much",Most,Yes,Traumatic experience,,Yes,Don't know,After 26 years old,After 23 years old,Yes,Yes,Yes,Yes,"Yes, we all have the same amount of work",Yes,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Not at all,Some days,More than half the days,Some days,Nearly every day,Some days,Not at all,Nearly every day,Some days
